Address,City,State,Zip,Gutter Clearing,Roof Type/ Material,Home Square Footage,Home Value,Average Home Value in Zip code,Number of Stories,Roof Details >> Roof: >> Steepness,Jobsite Ladders >> Roof >> Number of Ladder Movements,Jobsite Ladders >> Roof >> ladder Size,Jobsite Ladders >> Gutter >> Number of Ladder Movements,Jobsite Ladders >> Gutter >> ladder Size,Jobsite Ladders >> Window >> Number of Ladder Movements,Jobsite Ladders >> Window >> ladder Size
19240 Northeast 149th Street,Woodinville,Washington,98077,515,N/A,4400,2344800,2350125,N/A,8 / 12,1 - 3,28ft,9 - 20,28ft,9 - 20,28ft
4000 Point White Drive Northeast,Bainbridge Island,Washington,98110,515,Built-up,2431,4239100,2725825,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
4000 Point White Drive Northeast,Bainbridge Island,Washington,98110,515,Built-up,2431,4239100,2725825,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
9220 Northwest McKenna Drive,Portland,Oregon,97229,515,Tile,5105,1443700,1338063,N/A,8 / 12,1 - 3,40ft,1 - 3,40ft,9 - 20,40ft
147 Northeast 63rd Street,Seattle,Washington,98115,515,Composition,4510,3400000,1236000,Multi/Split,9 / 12,4 - 8,32ft,4 - 8,32ft,20+,32ft
2124 Northwest 204th Street,Shoreline,Washington,98177,515,Metal,2650,1650000,1557325,2,8 / 12,4 - 8,40ft,9 - 20,40ft,9 - 20,40ft
5102 Northeast 25th Street,Renton,Washington,98059,510,Composition,4518,2028800,1263563,N/A,7 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
1637 Maple Street,Lake Oswego,Oregon,97034,510,N/A,4744,1884400,1237940,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3876 50th Avenue Northeast,Seattle,Washington,98105,510,N/A,3900,2878200,3150275,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
3876 50th Avenue Northeast,Seattle,Washington,98105,510,N/A,3900,2878200,3150275,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
933 North 98th Street Unit B,Seattle,Washington,98103,500,Composition,1110,569500,572114,Multi/Split,7 / 12,1 - 3,40ft,1 - 3,40ft,9 - 20,28ft
1201 Northwest 110th Street,Vancouver,Washington,98686,500,Other,3130,692300,792491,N/A,7 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
17618 Northeast 142nd Street,Redmond,Washington,98052,500,N/A,2282,1419600,1688963,N/A,8 / 12,1 - 3,20ft,9 - 20,6ft,4 - 8,20ft
2525 East Burnside Street,Portland,Oregon,97214,500,N/A,5300,2739000,1286000,N/A,4 / 12 or less,,,,,20+,40ft
1317 Northwest 35th Avenue,Camas,Washington,98607,495,Shake / Shingle,4344,1331600,1232125,2,10 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
4405 Southwest Selling Court,Portland,Oregon,97221,495,Composition,4161,1083200,1410643,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3770 Southwest 171st Street,Burien,Washington,98166,495,Tile,3550,4045500,2803838,N/A,,,,,,,
32513 181st Avenue Southeast,Auburn,Washington,98092,490,Composition,3052,942100,851486,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
1717 South Radcliffe Road,Portland,Oregon,97219,490,Composition,7694,2985000,1817013,3,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
4115 42nd Avenue Southwest Unit B,Seattle,Washington,98116,490,N/A,N/A,N/A,808100,N/A,,,,,,,
24439 109th Place Southeast,Kent,Washington,98030,490,N/A,4760,1177200,728963,N/A,,,,,,,
8331 32nd Avenue Northwest,Seattle,Washington,98117,490,N/A,3220,2455900,1827713,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,20+,28ft
7720 64th Avenue East,Puyallup,Washington,98371,485,Shake / Shingle,4774,1607300,1311064,N/A,10 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
10416 Southeast 22nd Street,Bellevue,Washington,98004,485,Tile,3850,3575300,3942363,N/A,9 / 12,4 - 8,28ft,4 - 8,28ft,9 - 20,28ft
16226 Northeast 172nd Street,Woodinville,Washington,98072,485,Composition,4757,3657490,2824788,2,10 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
13900 Northeast 1st Place,Bellevue,Washington,98005,485,Composition,3850,3706900,2851029,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
13900 Northeast 1st Place,Bellevue,Washington,98005,485,Composition,3850,3706900,2851029,N/A,8 / 12,1 - 3,20ft,1 - 3,20ft,9 - 20,20ft
2633 East Valley Street,Seattle,Washington,98112,485,Composition,2860,1639000,1408800,N/A,7 / 12,4 - 8,32ft,4 - 8,32ft,9 - 20,32ft
9830 Northeast 24th Street,Bellevue,Washington,98004,485,Composition,4130,3983200,3031514,N/A,10 / 12,4 - 8,32ft,4 - 8,32ft,9 - 20,32ft
21027 107th Avenue Southeast,Snohomish,Washington,98296,485,Composition,3799,1549900,1022563,N/A,8 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,28ft
17273 Northeast 15th Street,Bellevue,Washington,98008,485,Composition,4329,3081700,2373140,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1104 35th Avenue,Seattle,Washington,98122,485,N/A,5310,3601100,1829738,N/A,12 / 12,4 - 8,32ft,9 - 20,32ft,20+,32ft
14102 Southeast 83rd Street,Newcastle,Washington,98059,485,Tile,3320,1889900,2039843,N/A,,,,,,,
13780 Northwest McNamee Road,Portland,Oregon,97231,485,N/A,5134,1483400,781133,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
10015 Northeast 162nd Street,Bothell,Washington,98011,485,N/A,5040,2509900,2302167,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
14718 Edgewater Lane Northeast,Lake Forest Park,Washington,98155,485,Slate,4760,5299900,3208700,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
14034 41st Avenue Northeast,Seattle,Washington,98125,485,N/A,4481,1904200,2085633,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,6ft
5916 Saint Andrews Drive,Mukilteo,Washington,98275,485,Metal,680,497000,1521975,N/A,10 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
9007 Northwest Bartholomew Drive,Portland,Oregon,97229,485,N/A,5194,1097400,839950,N/A,12 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
5314 Gran Paradiso Place Northwest,Issaquah,Washington,98027,485,Tile,4290,2549000,2144663,2,10 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,28ft
2150 Alpine Drive,West Linn,Oregon,97068,485,N/A,3400,930200,881325,N/A,8 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
1790 267th Court Southeast,Sammamish,Washington,98075,485,Composition,3750,2020000,1930288,2,8 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
5858 147th Avenue Northeast,Bellevue,Washington,98007,485,N/A,2470,1940400,1891388,N/A,8 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,28ft
1408 10th Avenue West,Seattle,Washington,98119,485,N/A,2300,1767000,814414,N/A,6 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
8534 Phinney Avenue North,Seattle,Washington,98103,485,Composition,1052,458800,463599,N/A,4 / 12 or less,1 - 3,40ft,4 - 8,40ft,9 - 20,40ft
11506 206th Place Southeast,Issaquah,Washington,98027,480,Composition,6858,2420000,2846538,2,,,,,,,
12531 Southwest 56th Court,Portland,Oregon,97219,480,Composition,4228,1361200,914275,N/A,11 / 12,4 - 8,40ft,4 - 8,40ft,9 - 20,32ft
4019 Hunts Point Road,Hunts Point,Washington,98004,480,N/A,7750,18742200,19870563,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
4019 Hunts Point Road,Hunts Point,Washington,98004,480,N/A,7750,18742200,19870563,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
9709 163rd Avenue Southeast,Snohomish,Washington,98290,480,Composition,4127,1858400,1044869,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,20+,28ft
12607 Southeast 30th Street,Bellevue,Washington,98005,480,Composition,1455,752100,523237,N/A,6 / 12,1 - 3,40ft,1 - 3,40ft,20+,32ft
16018 Northeast 44th Court,Redmond,Washington,98052,480,Shake / Shingle,3023,2274800,2156638,N/A,10 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
10100 203rd Avenue Northeast,Redmond,Washington,98053,480,Composition,5852,3132500,2140040,N/A,,,,,,,
2036 223rd Place Northeast,Sammamish,Washington,98074,480,N/A,2490,1497100,1409563,N/A,7 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
901 258th Avenue Northeast,Sammamish,Washington,98074,480,Shake / Shingle,2830,1886500,1863688,N/A,,,,,,,
5507 Northeast Windermere Road,Seattle,Washington,98105,480,N/A,4350,3040000,3225750,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3837 Evanston Avenue North,Seattle,Washington,98103,480,N/A,425,N/A,1421650,N/A,4 / 12 or less,1 - 3,40ft,1 - 3,40ft,9 - 20,40ft
16135 Southeast 45th Place,Bellevue,Washington,98006,480,Shake / Shingle,2810,2044800,2335529,N/A,10 / 12,1 - 3,28ft,9 - 20,28ft,9 - 20,28ft
4900 Northeast 65th Street,Seattle,Washington,98115,480,Composition,3240,2404200,1920956,N/A,12 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
4155 212th Way Southeast,Sammamish,Washington,98075,480,N/A,4880,9499,4199,N/A,8 / 12,4 - 8,40ft,4 - 8,40ft,20+,40ft
3837 Evanston Avenue North,Seattle,Washington,98103,480,N/A,425,N/A,1421650,N/A,4 / 12 or less,1 - 3,40ft,1 - 3,40ft,9 - 20,40ft
2812 Northwest 68th Street,Seattle,Washington,98117,475,N/A,2380,1680300,1209825,N/A,10 / 12,1 - 3,40ft,1 - 3,40ft,9 - 20,40ft
10512 Northeast 20th Street,Bellevue,Washington,98004,475,N/A,4160,4193100,2953013,N/A,10 / 12,4 - 8,28ft,4 - 8,28ft,9 - 20,32ft
4507 South Trenton Street,Seattle,Washington,98118,475,Composition,1350,485800,2587722,N/A,8 / 12,1 - 3,40ft,1 - 3,40ft,9 - 20,40ft
20511 Northeast 27th Place,Sammamish,Washington,98074,475,Composition,4096,2088100,2039513,N/A,6 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
418 30th Avenue South,Seattle,Washington,98144,475,Composition,4262,2075800,1485813,N/A,,,,,,,
821 34th Avenue East,Seattle,Washington,98112,475,Composition,5862,4850000,3299438,2,8 / 12,4 - 8,40ft,4 - 8,40ft,20+,32ft
21703 Oak Way,Brier,Washington,98036,475,Composition,2318,1254400,991725,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
5250 16th Avenue Southwest,Seattle,Washington,98106,475,Composition,3568,1405500,1380313,N/A,12 / 12,9 - 20,32ft,9 - 20,32ft,20+,28ft
809 Southwest Crescent Road,Normandy Park,Washington,98166,475,Composition,3560,1595300,920275,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
10634 Southeast 23rd Street,Bellevue,Washington,98004,475,Composition,4060,3395400,4199986,N/A,9 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
4035 Northeast 135th Street,Seattle,Washington,98125,475,Shake / Shingle,3730,1728800,1326200,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,4 - 8,20ft
2501 Northwest Birkendene Street,Portland,Oregon,97229,475,Shake / Shingle,3461,949025,1144971,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
2501 Northwest Birkendene Street,Portland,Oregon,97229,475,Shake / Shingle,3461,949025,1144971,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
14048 Southeast 92nd Street,Newcastle,Washington,98059,470,Composition,4138,2575000,2165850,2,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3029 Northeast Thompson Street,Portland,Oregon,97212,470,Shake / Shingle,4924,1653900,1337675,N/A,Steeper Than 12 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
9123 196th Street Southwest,Edmonds,Washington,98026,470,Composition,3095,1600000,1237288,N/A,,,,,,,
9123 196th Street Southwest,Edmonds,Washington,98026,470,Composition,3095,1600000,1237288,N/A,,,,,,,
1831 Northwest Avondale Court,Portland,Oregon,97229,470,Shake / Shingle,4691,1408600,1164033,N/A,10 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
23100 Southeast 40th Court,Sammamish,Washington,98075,465,Shake / Shingle,3210,1879000,1947125,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
2612 79th Avenue Northeast,Medina,Washington,98039,465,Composition,6020,6850000,3395775,1,7 / 12,4 - 8,28ft,4 - 8,28ft,9 - 20,28ft
20929 Northeast 50th Street,Redmond,Washington,98053,465,Other,4660,2870100,1672317,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
20929 Northeast 50th Street,Redmond,Washington,98053,465,Other,4660,2870100,1672317,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
20929 Northeast 50th Street,Redmond,Washington,98053,465,Other,4660,2870100,1672317,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
12208 202nd Avenue Northeast,Woodinville,Washington,98077,465,Composition,3860,2100000,2140088,2,11 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
6220 Southeast 27th Street,Mercer Island,Washington,98040,465,N/A,4200,3961300,2166750,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,20+,28ft
16721 167th Avenue Northeast,Woodinville,Washington,98072,465,N/A,2970,1794800,1855413,N/A,,,,,,,
16721 167th Avenue Northeast,Woodinville,Washington,98072,465,N/A,2970,1794800,1855413,N/A,,,,,,,
17446 Southeast 196th Drive,Renton,Washington,98058,465,Composition,2336,1479400,868500,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
2148 Northeast Morgan Lane,Issaquah,Washington,98029,465,N/A,3400,1818600,1743100,N/A,,4 - 8,40ft,4 - 8,40ft,9 - 20,40ft
16521 Northeast 1st Place,Bellevue,Washington,98008,465,N/A,4870,3181100,1193088,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
8050 84th Avenue Southeast,Mercer Island,Washington,98040,465,N/A,3110,2186000,2530563,N/A,7 / 12,1 - 3,20ft,4 - 8,20ft,9 - 20,20ft
19836 Northeast 42nd Street,Sammamish,Washington,98074,465,N/A,3347,2083300,2758557,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
6618 137th Place Southeast,Newcastle,Washington,98059,465,Composition,2656,1406900,1200838,3,,,,,,,
1222 South Hanford Street,Seattle,Washington,98144,460,N/A,3600,1537700,927717,N/A,10 / 12,1 - 3,40ft,1 - 3,40ft,20+,40ft
24633 Northeast 18th Place,Sammamish,Washington,98074,460,Composition,4648,3287600,2251937,2,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
3960 262nd Avenue Southeast,Sammamish,Washington,98029,460,N/A,3060,1711400,1675713,N/A,9 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
4559 Northeast 41st Street,Seattle,Washington,98105,460,Composition,3160,2218200,2316900,N/A,10 / 12,4 - 8,40ft,4 - 8,40ft,9 - 20,40ft
13240 42nd Avenue Northeast,Seattle,Washington,98125,460,Other,2690,1517100,1672200,N/A,4 / 12 or less,4 - 8,40ft,4 - 8,40ft,20+,40ft
25917 Southeast 23rd Court,Sammamish,Washington,98075,460,Composition,3480,2450000,2033975,2,,,,,,,
6961 Southwest 149th Court,Beaverton,Oregon,97007,460,Composition,2899,893100,750913,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3836 170th Avenue Southeast,Bellevue,Washington,98008,460,Shake / Shingle,4271,2701700,2201200,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
14115 SE 46th St,Bellevue,Washington,98006,460,Composition,2280,1979900,1898263,N/A,6 / 12,1 - 3,20ft,1 - 3,20ft,4 - 8,20ft
3041 37th Avenue West,Seattle,Washington,98199,460,Composition,3820,1850000,1843488,2,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
7711 Meridian Avenue North,Seattle,Washington,98103,460,Composition,2720,1725000,1522538,2,,,,,,,
1422 West Lake Sammamish Parkway Southeast,Bellevue,Washington,98008,460,Shake / Shingle,5500,5450700,2240425,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,20+,28ft
1422 West Lake Sammamish Parkway Southeast,Bellevue,Washington,98008,460,Shake / Shingle,5500,5450700,2240425,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,20+,28ft
13240 42nd Avenue Northeast,Seattle,Washington,98125,460,Other,2690,1517100,1672200,N/A,4 / 12 or less,4 - 8,40ft,4 - 8,40ft,20+,40ft
2720 107th Avenue Southeast,Beaux Arts Village,Washington,98004,460,N/A,2790,2488300,2815688,N/A,6 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
7921 151st Street Northwest,Gig Harbor,Washington,98329,460,Metal,2136,988800,365038,N/A,,,,,,,
133 Southwest 168th Street,Normandy Park,Washington,98166,460,Tile,4218,1499200,1020413,N/A,6 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1950 7th Avenue West,Seattle,Washington,98119,460,Composition,3360,2134200,1943050,N/A,7 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
1121 North 92nd Street,Seattle,Washington,98103,460,N/A,365,N/A,846533,N/A,4 / 12 or less,4 - 8,40ft,4 - 8,40ft,9 - 20,40ft
12312 212th Street Southeast,Snohomish,Washington,98296,460,Composition,5619,2075000,1351243,N/A,7 / 12,1 - 3,28ft,1 - 3,28ft,20+,28ft
1222 South Hanford Street,Seattle,Washington,98144,460,N/A,3600,1537700,927717,N/A,10 / 12,1 - 3,40ft,1 - 3,40ft,20+,40ft
1950 7th Avenue West,Seattle,Washington,98119,460,Composition,3360,2134200,1943050,N/A,7 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
5864 166th Avenue Southeast,Bellevue,Washington,98006,455,N/A,3950,2488600,2519963,N/A,,,,,,,
10245 Southeast 6th Street,Bellevue,Washington,98004,455,Composition,4204,3375400,1163350,N/A,10 / 12,1 - 3,40ft,4 - 8,40ft,9 - 20,32ft
24032 Southeast 13th Place,Sammamish,Washington,98075,455,N/A,3150,1758900,1535225,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
8646 North Mercer Way,Mercer Island,Washington,98040,455,N/A,5010,5809200,6394700,N/A,8 / 12,1 - 3,40ft,4 - 8,40ft,9 - 20,32ft
910 5th Street,Kirkland,Washington,98033,450,N/A,4720,3177500,2383775,N/A,12 / 12,4 - 8,32ft,4 - 8,32ft,20+,32ft
16538 Shore Drive Northeast,Lake Forest Park,Washington,98155,450,N/A,4710,4855100,3270400,N/A,12 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
9242 Woodlawn Avenue North,Seattle,Washington,98103,450,Asphalt,610,304700,722000,N/A,8 / 12,1 - 3,40ft,4 - 8,40ft,9 - 20,32ft
19806 Meridian Place West,Bothell,Washington,98012,450,Composition,2353,1040000,1058813,3,8 / 12,1 - 3,40ft,4 - 8,40ft,9 - 20,40ft
2110 California Avenue Southwest,Seattle,Washington,98116,450,N/A,836,496800,517425,N/A,,,,,,,
26521 Southeast 19th Court,Sammamish,Washington,98075,450,N/A,4300,2155900,2052449,N/A,10 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,20ft
8617 Southeast 62nd Street,Mercer Island,Washington,98040,450,Composition,5528,4787500,2232314,N/A,10 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
2640 Loyola Drive,Bremerton,Washington,98311,450,Composition,1974,574995,357075,1,,,,,,,
15203 Southeast 80th Street,Newcastle,Washington,98059,450,Composition,5225,2550000,2803538,2,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
9524 Southwest Quartermaster Drive,Vashon,Washington,98070,450,N/A,2050,1307300,1565275,N/A,10 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
223 259th Place Northeast,Sammamish,Washington,98074,450,Composition,3522,2089300,2266113,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
2219 246th Place Northeast,Redmond,Washington,98074,450,N/A,3720,2314900,2243000,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
19908 Marine View Drive Southwest,Normandy Park,Washington,98166,450,Composition,6270,1778300,1011650,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,20+,32ft
1600 Warren Avenue North,Seattle,Washington,98109,450,Other,4310,3083500,1808471,N/A,8 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
24135 Southeast 16th Place,Sammamish,Washington,98075,450,N/A,3140,1830400,2048738,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
4623 Northwest Paddock Court,Camas,Washington,98607,450,Composition,5162,2119000,1572386,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
1123 Northeast Tillamook Street,Portland,Oregon,97212,450,Composition,3330,1350000,799483,4,,,,,,,
2741 62nd Avenue Northwest,Olympia,Washington,98502,450,Composition,2700,1974900,813944,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
1638 236th Avenue Northeast,Sammamish,Washington,98074,450,Composition,2841,1744300,2367214,N/A,10 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
710 29th Avenue,Seattle,Washington,98122,450,Composition,3570,1609300,1116425,N/A,12 / 12,4 - 8,40ft,9 - 20,40ft,4 - 8,40ft
12840 Southeast 3rd Street,Bellevue,Washington,98005,450,N/A,5120,3114000,2087829,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
710 29th Avenue,Seattle,Washington,98122,450,Composition,3570,1609300,1116425,N/A,12 / 12,4 - 8,40ft,9 - 20,40ft,4 - 8,40ft
10608 177th Avenue Court East,Bonney Lake,Washington,98391,450,Composition,4005,1360000,998913,2,8 / 12,1 - 3,32ft,4 - 8,32ft,20+,32ft
409 126th Place Southeast Unit A & B,Everett,Washington,98208,450,Composition,1200,509100,575614,N/A,,,,,,,
7618 172nd Street Southeast,Snohomish,Washington,98296,450,Other,2238,1237000,1244075,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
7618 172nd Street Southeast,Snohomish,Washington,98296,450,Other,2238,1237000,1244075,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3500 South Hudson Street,Seattle,Washington,98118,450,Composition,4250,1383800,696588,N/A,8 / 12,1 - 3,40ft,4 - 8,40ft,9 - 20,40ft
3405 142nd Place Northeast,Bellevue,Washington,98007,450,Shake / Shingle,3500,2414200,2405738,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
3832 Burke Avenue North,Seattle,Washington,98103,450,Metal,2920,2095400,1255613,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,20ft
2313 Northwest Blue Ridge Drive,Seattle,Washington,98177,450,N/A,2960,2300000,2848738,1,5 / 12,4 - 8,20ft,4 - 8,20ft,9 - 20,20ft
4540 160th Avenue Southeast,Bellevue,Washington,98006,450,Shake / Shingle,4008,2201200,2240325,N/A,8 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
3522 46th Avenue Northeast,Seattle,Washington,98105,450,N/A,3090,3157200,2863638,N/A,8 / 12,4 - 8,28ft,4 - 8,28ft,9 - 20,28ft
23941 West Woodway Lane,Woodway,Washington,98020,450,Shake / Shingle,4011,2388700,2542150,N/A,8 / 12,1 - 3,28ft,1 - 3,28ft,9 - 20,28ft
15401 Northwest 21st Avenue,Vancouver,Washington,98685,450,Tile,4903,1370000,969267,3,8 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
737 Lake Washington Boulevard,Seattle,Washington,98122,450,Flat,5770,5000000,2397063,Multi/Split,4 / 12 or less,1 - 3,28ft,1 - 3,28ft,9 - 20,40ft
2833 61st Avenue Southeast,Mercer Island,Washington,98040,450,N/A,2390,1918900,2108425,N/A,9 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
8915 Northeast 13th Street,Clyde Hill,Washington,98004,445,N/A,5300,5845300,4989514,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
815 Northwest 165th Street,Shoreline,Washington,98177,445,"Composition,Metal",3400,1825000,1940450,2,12 / 12,1 - 3,28ft,9 - 20,28ft,9 - 20,28ft
7361 168th Avenue Southeast,Bellevue,Washington,98006,445,N/A,5298,2948400,1852762,N/A,7 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
5111 165th Place Southeast,Bellevue,Washington,98006,445,N/A,3480,1979600,1973038,N/A,,,,,,,
928 16th Avenue East,Seattle,Washington,98112,445,Composition,3040,2331600,2563688,N/A,8 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
928 16th Avenue East,Seattle,Washington,98112,445,Composition,3040,2331600,2563688,N/A,8 / 12,1 - 3,32ft,9 - 20,32ft,9 - 20,32ft
13195 156th Avenue Northeast,Redmond,Washington,98052,445,"Composition,Metal",6286,3980000,2648250,2,10 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
12806 Northwest Lorraine Drive,Portland,Oregon,97229,445,Shake / Shingle,3816,1679900,1143800,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
14600 12th Avenue Southeast,Mill Creek,Washington,98012,445,Composition,2937,1252700,1073471,N/A,10 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,28ft
1911 Southwest Charlestown Street,Seattle,Washington,98106,445,Composition,750,1366400,912238,N/A,8 / 12,1 - 3,32ft,4 - 8,32ft,9 - 20,32ft
876 212th Avenue Southeast,Sammamish,Washington,98075,445,N/A,5230,3352300,2913900,N/A,9 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,32ft
815 Lyons Avenue Northeast,Renton,Washington,98059,445,N/A,3600,1503100,1443263,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
815 Lyons Avenue Northeast,Renton,Washington,98059,445,N/A,3600,1503100,1443263,N/A,8 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
735 Boylston Avenue East,Seattle,Washington,98102,445,Composition,2580,1284000,1509950,N/A,5 / 12,1 - 3,32ft,1 - 3,32ft,9 - 20,32ft
4516 Northeast 107th Street,Seattle,Washington,98125,445,Composition,3915,2584600,1198138,N/A,8 / 12,1 - 3,40ft,4 - 8,40ft,9 - 20,32ft
6120 141st Court Northeast,Redmond,Washington,98052,445,Shake / Shingle,1870,1617600,2005250,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
6120 141st Court Northeast,Redmond,Washington,98052,445,Shake / Shingle,1870,1617600,2005250,N/A,10 / 12,1 - 3,28ft,4 - 8,28ft,9 - 20,28ft
11812 Marine View Drive,Edmonds,Washington,98026,445,Tile,3781,2055900,1370013,N/A,,,,,,,
